,LicenseClass,SubClass,LicenseNumber,LicenseDate,LicenseEndDate,LicenseYear,LicenseFee,CertificateNumber,LicenseStatus,LicenseeFirstName,LicenseeLastName,TradeName,CorpName,EstablishmentDesc,DayPerWeek,Description,AddrStreet,AddrZip,Location 1,Latitude,Longitude
4252,LB,BWL,305,05/01/2014,04/30/2015,2014,$1320.00,1253,Renewed,WINSTEAD,ROUSE,SECURED CREDITOR,,Restaurant,7 days,"Beer, Wine, & Liquor",58 BIDDLE STREET WEST,21201,"58 BIDDLE STREET WEST
21201
(39.30338847200005, -76.61821170599995)",39.303388472,-76.618211706
4253,LB,BWL,307,05/01/2014,04/30/2015,2014,$1320.00,1257,Transferred,HOMA,RAVANBAKHSH,SECURED CREDITOR,,Restaurant,7 days,"Beer, Wine, & Liquor",1000-04 EASTERN AVENUE,21202,"1000-04 EASTERN AVENUE
21202
(39.28531312600006, -76.60023429099994)",39.285313126,-76.600234291
4254,LB,BWL,320,05/01/2014,04/30/2015,2014,$1320.00,1416,Closed,TATJANA,REESE,SECURED CREDITOR,,Restaurant,7 days,"Beer, Wine, & Liquor",200-02 PRATT STREET WEST,21201,"200-02 PRATT STREET WEST
21201
(39.28644449700005, -76.61765790999993)",39.286444497,-76.61765791
4255,LA,BWL,12,05/01/2014,04/30/2015,2014,$858.00,77,Renewed,ABEBECH,KUMBI,SEENA WINES AND LIQUORS,"ODAA, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",2448 CHARLES STREET NORTH,21218,"2448 CHARLES STREET NORTH
21218
(39.317459291000034, -76.61700819999999)",39.317459291,-76.6170082
4256,LA,BWL,12,05/01/2014,04/30/2015,2014,$858.00,77,Renewed,FEYISE,DESSALEGNE,SEENA WINES AND LIQUORS,"ODAA, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",2448 CHARLES STREET NORTH,21218,"2448 CHARLES STREET NORTH
21218
(39.317459291000034, -76.61700819999999)",39.317459291,-76.6170082
4257,LBD7,BWL,413,05/01/2014,04/30/2015,2014,$1320.00,1157,Renewed,MYGENET,HARRIS,SELECT LOUNGE,"MYAL, LLC",Tavern,7 days,"Beer, Wine, & Liquor",415 PACA STREET NORTH,21201,"415 PACA STREET NORTH
21201
(39.29445137400006, -76.62255465699997)",39.294451374,-76.622554657
4258,LBD7,BWL,112,05/01/2014,04/30/2015,2014,$1320.00,294,Renewed,JOSEPH D.,SHAFFER,SHAFFER'S,"J.D.SHAFFER, INC.",Tavern,7 days,"Beer, Wine, & Liquor",1184 CLEVELAND STREET,21230,"1184 CLEVELAND STREET
21230
(39.280553703000066, -76.63231909299998)",39.280553703,-76.632319093
4259,LB,BWL,329,02/05/2015,04/30/2015,2014,$330.00,1432,Renewed,HAREY ,GOLDBERG,SHAKE SHACK,PRATT STREET BALTIMORE LLC,Restaurant,7 days,"Beer, Wine, & Liquor",400 PRATT EAST,21202,"400 PRATT EAST
21202
(39.29526706900003, -76.61013883199996)",39.295267069,-76.610138832
4260,LB,BWL,329,02/05/2015,04/30/2015,2014,$330.00,1432,Renewed,JEFFREY ,UTTZ,SHAKE SHACK,PRATT STREET BALTIMORE LLC,Restaurant,7 days,"Beer, Wine, & Liquor",400 PRATT EAST,21202,"400 PRATT EAST
21202
(39.29526706900003, -76.61013883199996)",39.295267069,-76.610138832
4261,LB,BWL,329,02/05/2015,04/30/2015,2014,$330.00,1432,Renewed,RANDALL,GARUTTI,SHAKE SHACK,PRATT STREET BALTIMORE LLC,Restaurant,7 days,"Beer, Wine, & Liquor",400 PRATT EAST,21202,"400 PRATT EAST
21202
(39.29526706900003, -76.61013883199996)",39.295267069,-76.610138832
4262,LBD7,BWL,178,05/01/2014,04/30/2015,2014,$1320.00,488,Renewed,ANASTASIA,STAMATHIS,SHAMROCK INN,"STEPHNMEL, INC.",Tavern,7 days,"Beer, Wine, & Liquor",6044 HARFORD ROAD,21214,"6044 HARFORD ROAD
21214
(39.35824054300008, -76.55636413199994)",39.358240543,-76.556364132
4263,LBD7,BWL,178,05/01/2014,04/30/2015,2014,$1320.00,488,Renewed,MARY D.,ROGERS,SHAMROCK INN,"STEPHNMEL, INC.",Tavern,7 days,"Beer, Wine, & Liquor",6044 HARFORD ROAD,21214,"6044 HARFORD ROAD
21214
(39.35824054300008, -76.55636413199994)",39.358240543,-76.556364132
4264,LA,BWL,102,05/01/2014,04/30/2015,2014,$858.00,440,Renewed,CHA SYONG,KIM,SHAMROCK LIQUORS,"BWK, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",4300 BELAIR ROAD,21206,"4300 BELAIR ROAD
21206
(39.32840335800006, -76.56516986999998)",39.328403358,-76.56516987
4265,LA,BWL,102,05/01/2014,04/30/2015,2014,$858.00,440,Renewed,YANG KUK,YOO,SHAMROCK LIQUORS,"BWK, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",4300 BELAIR ROAD,21206,"4300 BELAIR ROAD
21206
(39.32840335800006, -76.56516986999998)",39.328403358,-76.56516987
4266,LBD7,BWL,45,05/01/2014,04/30/2015,2014,$1320.00,98,Renewed,ANTONIO L,SANTANA,SHARKY'S BAR & GRILL,"WOPARICO, INC.",Tavern,7 days,"Beer, Wine, & Liquor",2819 EASTERN AVENUE,21224,"2819 EASTERN AVENUE
21224
(39.28621027400004, -76.57661986099998)",39.286210274,-76.576619861
4267,LBD7,BWL,45,05/01/2014,04/30/2015,2014,$1320.00,98,Renewed,SHARON,MCNEW,SHARKY'S BAR & GRILL,"WOPARICO, INC.",Tavern,7 days,"Beer, Wine, & Liquor",2819 EASTERN AVENUE,21224,"2819 EASTERN AVENUE
21224
(39.28621027400004, -76.57661986099998)",39.286210274,-76.576619861
4268,LBD7,BWL,180,05/01/2014,04/30/2015,2014,$1320.00,491,Renewed,GURINDER SINGH,SANDHU,SHELDON LOUNGE,"4325 BELAIR ROAD, INC.",Tavern,7 days,"Beer, Wine, & Liquor",4325-27 BELAIR ROAD,21206,"4325-27 BELAIR ROAD
21206
(39.32894626800004, -76.56438942899996)",39.328946268,-76.564389429
4269,LBD7,BWL,180,05/01/2014,04/30/2015,2014,$1320.00,491,Renewed,NAVROOP KOUR,SANDHU,SHELDON LOUNGE,"4325 BELAIR ROAD, INC.",Tavern,7 days,"Beer, Wine, & Liquor",4325-27 BELAIR ROAD,21206,"4325-27 BELAIR ROAD
21206
(39.32894626800004, -76.56438942899996)",39.328946268,-76.564389429
4270,LBHM,BWL,4,05/01/2014,04/30/2015,2014,$6700.00,238,Renewed,BRIAN E.,CARTER,SHERATON BALTIMORE CITY CENTER,"CROSSROADS HOSPITALITY MNGMT CO, LLC",Hotel/Motel,7 days,"Beer, Wine, & Liquor",101 FAYETTE STREET WEST,21201,"101 FAYETTE STREET WEST
21201
(39.290383819000056, -76.61703407399995)",39.290383819,-76.617034074
4271,LBHM,BWL,4,05/01/2014,04/30/2015,2014,$6700.00,238,Renewed,ERICA HILARY,HAGEMAN,SHERATON BALTIMORE CITY CENTER,"CROSSROADS HOSPITALITY MNGMT CO, LLC",Hotel/Motel,7 days,"Beer, Wine, & Liquor",101 FAYETTE STREET WEST,21201,"101 FAYETTE STREET WEST
21201
(39.290383819000056, -76.61703407399995)",39.290383819,-76.617034074
4272,LBHM,BWL,8,05/01/2014,04/30/2015,2014,$7200.00,573,Renewed,MARSHALL,DONAT,SHERATON INNER HARBOR HOTEL,SHERATON OPERATING CORPORATION,Hotel/Motel,7 days,"Beer, Wine, & Liquor",300 CHARLES STREET SOUTH,21201,"300 CHARLES STREET SOUTH
21201
(39.28463739000006, -76.61499568799996)",39.28463739,-76.614995688
4273,LBHM,BWL,8,05/01/2014,04/30/2015,2014,$7200.00,573,Renewed,MICHAEL  T,DOJLIDKO,SHERATON INNER HARBOR HOTEL,SHERATON OPERATING CORPORATION,Hotel/Motel,7 days,"Beer, Wine, & Liquor",300 CHARLES STREET SOUTH,21201,"300 CHARLES STREET SOUTH
21201
(39.28463739000006, -76.61499568799996)",39.28463739,-76.614995688
4274,LBHM,BWL,8,05/01/2014,04/30/2015,2014,$7200.00,573,Renewed,SAMUEL J.,ANDERSON,SHERATON INNER HARBOR HOTEL,SHERATON OPERATING CORPORATION,Hotel/Motel,7 days,"Beer, Wine, & Liquor",300 CHARLES STREET SOUTH,21201,"300 CHARLES STREET SOUTH
21201
(39.28463739000006, -76.61499568799996)",39.28463739,-76.614995688
4275,LC,BWL,20,05/01/2014,04/30/2015,2014,$550.00,614,Renewed,ANTHONY W.,WALTERS,SHERIDAN-HOOD VFW POST 3065,SHERIDAN-HOOD VFW POST 3065,Non-Profits only,7 days,"Beer, Wine, & Liquor",1202 UNION AVENUE,21211,"1202 UNION AVENUE
21211
(39.33316804300006, -76.63591651699994)",39.333168043,-76.635916517
4276,LC,BWL,20,05/01/2014,04/30/2015,2014,$550.00,614,Renewed,BETRAN A.,BOTTERIL,SHERIDAN-HOOD VFW POST 3065,SHERIDAN-HOOD VFW POST 3065,Non-Profits only,7 days,"Beer, Wine, & Liquor",1202 UNION AVENUE,21211,"1202 UNION AVENUE
21211
(39.33316804300006, -76.63591651699994)",39.333168043,-76.635916517
4277,LC,BWL,20,05/01/2014,04/30/2015,2014,$550.00,614,Renewed,FRANCIS W.,SCUDDER,SHERIDAN-HOOD VFW POST 3065,SHERIDAN-HOOD VFW POST 3065,Non-Profits only,7 days,"Beer, Wine, & Liquor",1202 UNION AVENUE,21211,"1202 UNION AVENUE
21211
(39.33316804300006, -76.63591651699994)",39.333168043,-76.635916517
4278,LA,BWL,32,05/01/2014,04/30/2015,2014,$858.00,207,Renewed,WON SUK,LEE,SHERMAN'S LIQUORS,"SHERMAN'S LIQUORS, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",226 LAFAYETTE AVENUE EAST,21202,"226 LAFAYETTE AVENUE EAST
21202
(39.30999796000003, -76.61248256099998)",39.30999796,-76.612482561
4279,LBD7,BWL,372,05/01/2014,04/30/2015,2014,$1320.00,1011,Renewed,GEORGE J.,ZAGANAS,SHERRIE'S SHOW BAR,"SHERRIE'S SHOW BAR, INC.",Tavern,7 days,"Beer, Wine, & Liquor",3821-23 PULASKI HIGHWAY,21224,"3821-23 PULASKI HIGHWAY
21224
(39.29666039600005, -76.56511064699998)",39.296660396,-76.565110647
4280,AE,AE,24,07/01/2014,06/30/2015,2014,$1000.00,1318,Renewed,GEORGE J.,ZAGANAS,SHERRIE'S SHOW BAR,"SHERRIE'S SHOW BAR, INC.",Adult,,,3821-23 PULASKI HIGHWAY,21224,"3821-23 PULASKI HIGHWAY
21224
(39.29666039600005, -76.56511064699998)",39.296660396,-76.565110647
4281,LBD7,BWL,10,05/01/2014,04/30/2015,2014,$1320.00,14,Renewed,PATRICK,AQUIA,SHERRY'S PLACE,,Tavern,7 days,"Beer, Wine, & Liquor",238 BROADWAY SOUTH,21231,"238 BROADWAY SOUTH
21231
(39.28806888500003, -76.59376604799996)",39.288068885,-76.593766048
4282,LBD7,BWL,10,05/01/2014,04/30/2015,2014,$1320.00,14,Renewed,SHERRY L.,PALUMBO,SHERRY'S PLACE,,Tavern,7 days,"Beer, Wine, & Liquor",238 BROADWAY SOUTH,21231,"238 BROADWAY SOUTH
21231
(39.28806888500003, -76.59376604799996)",39.288068885,-76.593766048
4283,LBD7,BWL,168,05/01/2014,04/30/2015,2014,$1320.00,467,Renewed,SHIRLEY A,BARNER,SHIRLEY'S HONEY HOLE,,Tavern,7 days,"Beer, Wine, & Liquor",2300 OLIVER STREET EAST,21213,"2300 OLIVER STREET EAST
21213
(39.30786854300004, -76.58526105599998)",39.307868543,-76.585261056
4284,LBD7,BWL,447,05/01/2014,04/30/2015,2014,$1320.00,1247,Renewed,DARRELL K.,"JACKSON, JR.",SHIRLEY'S PLACE,"ROBJAC, INC.",Tavern,7 days,"Beer, Wine, & Liquor",3300 LAWNVIEW AVENUE,21213,"3300 LAWNVIEW AVENUE
21213
(39.31916781900003, -76.57188306399996)",39.319167819,-76.571883064
4285,LBD7,BWL,447,05/01/2014,04/30/2015,2014,$1320.00,1247,Renewed,REGAN,JACKSON,SHIRLEY'S PLACE,"ROBJAC, INC.",Tavern,7 days,"Beer, Wine, & Liquor",3300 LAWNVIEW AVENUE,21213,"3300 LAWNVIEW AVENUE
21213
(39.31916781900003, -76.57188306399996)",39.319167819,-76.571883064
4286,LB,BWL,207,05/01/2014,04/30/2015,2014,$1520.00,900,Transferred,PAUL,ERNST,SHISO TAVERN,"2933 O'DONNELL STREET, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",2933 O'DONNELL STREET,21224,"2933 O'DONNELL STREET
21224
(39.280053613000064, -76.57417956099994)",39.280053613,-76.574179561
4287,LB,BWL,207,05/01/2014,04/30/2015,2014,$1520.00,900,Transferred,TIM,ERNST,SHISO TAVERN,"2933 O'DONNELL STREET, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",2933 O'DONNELL STREET,21224,"2933 O'DONNELL STREET
21224
(39.280053613000064, -76.57417956099994)",39.280053613,-76.574179561
4288,LB,BWL,52,05/01/2014,04/30/2015,2014,$3000.00,246,Renewed,COREY ,POLYOKA,SHOOFLY,FARMHOUSE DINER AND OYSTERSHED LLC,Restaurant,7 days,"Beer, Wine, & Liquor",510 BELVEDERE EAST,21212,"510 BELVEDERE EAST
21212
(39.36430920600003, -76.60998675699994)",39.364309206,-76.609986757
4289,LA,BWL,80,05/01/2014,04/30/2015,2014,$858.00,359,Transferred,JUANITA E.,SOWELL,SHUSTER'S LIQUOR,"UJ LIQUORS, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",1231-33 BALTIMORE STREET WEST,21223,"1231-33 BALTIMORE STREET WEST
21223
(39.28856635100004, -76.63759902399994)",39.288566351,-76.637599024
4290,LA,BWL,80,10/10/2014,04/30/2015,2014,$200.00,T0359,Transferred,SUN YOUNG,PARK,SHUSTER'S LIQUOR,"Hyun Ree, Inc.",Package goods only,6 days,"Beer, Wine, & Liquor",1231-33 BALTIMORE STREET WEST,21223,"1231-33 BALTIMORE STREET WEST
21223
(39.28856635100004, -76.63759902399994)",39.288566351,-76.637599024
4291,LBD7,BWL,99,05/01/2014,04/30/2015,2014,$1320.00,247,Renewed,HERMAN P.,MICKENS,SIDE STREET LOUNGE,"DONGLO, INC.",Tavern,7 days,"Beer, Wine, & Liquor",625-27 GLOVER STREET NORTH,21205,"625-27 GLOVER STREET NORTH
21205
(39.29814230100004, -76.58008782499996)",39.298142301,-76.580087825
4292,LBD7,BWL,154,04/21/2015,04/30/2015,2014,$0.00,T0416,Transferred,ANGEL,FOUTS,SIGN OF THE TIMES,"SIGN OF THE TIMES, INC.",Tavern,7 days,"Beer, Wine, & Liquor",137-39 BELNORD AVENUE NORTH,21224,"137-39 BELNORD AVENUE NORTH
21224
(39.29375135500004, -76.57837027299996)",39.293751355,-76.578370273
4293,LBD7,BWL,205,05/01/2014,04/30/2015,2014,$1320.00,561,Renewed,DENNIS J.,DANIELIZYK,SILKS,"ATLANTIC CAFE, LLC",Tavern,7 days,"Beer, Wine, & Liquor",2639-41 HUDSON STREET,21224,"2639-41 HUDSON STREET
21224
(39.282056053000076, -76.57883965999997)",39.282056053,-76.57883966
4294,LB,BWL,147,05/01/2014,04/30/2015,2014,$1520.00,673,Renewed,GLEN,LAING,SILO .5% WINE BAR,"SILO.5%, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",1200 STEUART STREET UNIT 2,21230,"1200 STEUART STREET UNIT 2
21230
(39.26943482900003, -76.58850595699994)",39.269434829,-76.588505957
4295,WB,BW,8,05/01/2014,04/30/2015,2014,$165.00,632,Renewed,ANTHONY,VASILIADES,SIP & BITE RESTAURANT,"SIP & BITE RESTAURANT, INC.",Restaurant License,7 days,Beer & Light Wine,2200 BOSTON STREET,21231,"2200 BOSTON STREET
21231
(39.28383540200008, -76.58556410599994)",39.283835402,-76.585564106
4296,LB,BWL,321,12/04/2014,04/30/2015,2014,$1010.00,1418,Renewed,JOE,GRAZIOSE,SIP WINE,"SIP BALTIMORE, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",801 KEY HIGHWAY,21223,"801 KEY HIGHWAY
21223
(39.28689858800004, -76.64629796799994)",39.286898588,-76.646297968
4297,LB,BWL,321,12/04/2014,04/30/2015,2014,$1010.00,1418,Renewed,MARK,JACOBS,SIP WINE,"SIP BALTIMORE, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",801 KEY HIGHWAY,21223,"801 KEY HIGHWAY
21223
(39.28689858800004, -76.64629796799994)",39.286898588,-76.646297968
4298,LA,BWL,68,05/01/2014,04/30/2015,2014,$858.00,324,Renewed,RAJINDER,KAUR BAINS,"SIX PAX ""N"" MORE","BAINS, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",6622 BELAIR ROAD,21206,"6622 BELAIR ROAD
21206
(39.35428703300005, -76.53126682399994)",39.354287033,-76.531266824
4299,LA,BWL,68,05/01/2014,04/30/2015,2014,$858.00,324,Renewed,RESHAM S.,SAMARA,"SIX PAX ""N"" MORE","BAINS, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",6622 BELAIR ROAD,21206,"6622 BELAIR ROAD
21206
(39.35428703300005, -76.53126682399994)",39.354287033,-76.531266824
4300,LA,BWL,104,05/01/2014,04/30/2015,2014,$858.00,448,Renewed,JOSEPH,WALKER,SIX TEN MARKET & LIQUOR,"SIX TEN MARKET & LIQUOR, LLC",Package goods only,6 days,"Beer, Wine, & Liquor",3130 ELLERSLIE AVENUE,21218,"3130 ELLERSLIE AVENUE
21218
(39.325798048000024, -76.60469774499995)",39.325798048,-76.604697745
4301,LA,BWL,104,05/01/2014,04/30/2015,2014,$858.00,448,Renewed,LAVATER,WALKER,SIX TEN MARKET & LIQUOR,"SIX TEN MARKET & LIQUOR, LLC",Package goods only,6 days,"Beer, Wine, & Liquor",3130 ELLERSLIE AVENUE,21218,"3130 ELLERSLIE AVENUE
21218
(39.325798048000024, -76.60469774499995)",39.325798048,-76.604697745
4302,LBD7,BWL,207,05/01/2014,04/30/2015,2014,$1320.00,565,Renewed,ROBERT L.,GORSUCH,SKEETERS,"JOE-CHARL, INC.",Tavern,7 days,"Beer, Wine, & Liquor",2506 WASHINGTON BOULEVARD,21230,"2506 WASHINGTON BOULEVARD
21230
(39.26669290500007, -76.65250130899994)",39.266692905,-76.652501309
4303,LB,BWL,75,05/01/2014,04/30/2015,2014,$2520.00,423,Renewed,KATHLEEN A.,RUSSELL,SLAINTE IRISH PUB & RESTAURANT,"KCR ENTERPRISES, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",1700 THAMES STREET,21231,"1700 THAMES STREET
21231
(39.28185808600006, -76.59253195399998)",39.281858086,-76.592531954
4304,WA,BW,22,05/18/2015,04/30/2015,2014,$200.00,T0652,Transferred,CHANG XU ,SUN,SLATER'S MARKET,"MICHAEL'S SUPER MARKET, INC.",Package goods only,6 days,Beer & Light Wine,5123-25 PARK HEIGHTS AVENUE,21215,"5123-25 PARK HEIGHTS AVENUE
21215
(39.348563487000035, -76.67496810699998)",39.348563487,-76.674968107
4305,WA,BW,22,05/18/2015,04/30/2015,2014,$200.00,T0652,Transferred,JIN ZHOU,SHI,SLATER'S MARKET,"MICHAEL'S SUPER MARKET, INC.",Package goods only,6 days,Beer & Light Wine,5123-25 PARK HEIGHTS AVENUE,21215,"5123-25 PARK HEIGHTS AVENUE
21215
(39.348563487000035, -76.67496810699998)",39.348563487,-76.674968107
4306,LBD7,BWL,287,05/01/2014,04/30/2015,2014,$1320.00,797,Renewed,MARK S.,SHEUBROOKS,SLIDERS BAR AND GRILL,"SLIDERS BAR AND GRILL, LLC",Tavern,7 days,"Beer, Wine, & Liquor",504-06 WASHINGTON BOULEVARD,21230,"504-06 WASHINGTON BOULEVARD
21230
(39.285634694000066, -76.62247044899993)",39.285634694,-76.622470449
4307,LBD7,BWL,287,05/01/2014,04/30/2015,2014,$1320.00,797,Renewed,RACHELE A.,SHEUBROOKS,SLIDERS BAR AND GRILL,"SLIDERS BAR AND GRILL, LLC",Tavern,7 days,"Beer, Wine, & Liquor",504-06 WASHINGTON BOULEVARD,21230,"504-06 WASHINGTON BOULEVARD
21230
(39.285634694000066, -76.62247044899993)",39.285634694,-76.622470449
4308,LB,BWL,47,05/01/2014,04/30/2015,2014,$1320.00,216,Renewed,OLIVER L.,WILSON,SLIM ACE OF CLUB,"SLIM ACE OF CLUB, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",4200 BELAIR ROAD,21206,"4200 BELAIR ROAD
21206
(39.32778343000007, -76.56592922399994)",39.32778343,-76.565929224
4309,LA,BWL,154,05/01/2014,04/30/2015,2014,$858.00,682,Renewed,OK PONG,LEE,SLIM'S LIQUORS,"BYL BEVERAGES, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",3214 HOLLINS FERRY ROAD,21227,"3214 HOLLINS FERRY ROAD
21227
(39.25123980300003, -76.64701179599996)",39.251239803,-76.647011796
4310,LA,BWL,154,05/01/2014,04/30/2015,2014,$858.00,682,Renewed,WILLIAM A,LAZENBY,SLIM'S LIQUORS,"BYL BEVERAGES, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",3214 HOLLINS FERRY ROAD,21227,"3214 HOLLINS FERRY ROAD
21227
(39.25123980300003, -76.64701179599996)",39.251239803,-76.647011796
4311,LBD7,BWL,142,05/01/2014,04/30/2015,2014,$1320.00,375,Renewed,STEPHEN,SAFFRAN,SMILEY'S TAVERN,,Tavern,7 days,"Beer, Wine, & Liquor",1525-27 RAMSAY STREET,21223,"1525-27 RAMSAY STREET
21223
(39.28329204000005, -76.64148294399996)",39.28329204,-76.641482944
4312,LBD7,BWL,428,05/01/2014,04/30/2015,2014,$1320.00,1200,Renewed,LAURA,CHIRICHELLA,SMILEY'S TAVERN,T AND M WASH BLVD INC,Tavern,7 days,"Beer, Wine, & Liquor",2522 WASHINGTON BOULEVARD,21230,"2522 WASHINGTON BOULEVARD
21230
(39.266466680000065, -76.65275828699998)",39.26646668,-76.652758287
4313,LBD7,BWL,197,05/01/2014,04/30/2015,2014,$1320.00,530,Renewed,MODUPEOLA  T.,OBAYANJU (S.S.),SMITH'S PLACE,"TIKU'S, INC",Tavern,7 days,"Beer, Wine, & Liquor",2006 HARFORD ROAD,21218,"2006 HARFORD ROAD
21218
(39.31307800900004, -76.59901814799997)",39.313078009,-76.599018148
4314,LD,BWL,58,05/01/2014,04/30/2015,2014,$825.00,1220,Renewed,LARRY ,GRIFFIN,SMITTIE'S BAR & LOUNGE,"SMITTIE'S BAR AND LOUNGE, INC.",Tavern,6 days,"Beer, Wine, & Liquor",1660 WARWICK AVENUE NORTH,21216,"1660 WARWICK AVENUE NORTH
21216
(39.307233577000034, -76.65708368099996)",39.307233577,-76.657083681
4315,LA,BWL,111,05/01/2014,04/30/2015,2014,$858.00,465,Renewed,SUNG JIN,JUNG,SMITTY'S CUT RATE LIQUORS,"SMITTY'S CUT RATE LIQUORS, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",1044 CHARLES STREET SOUTH,21230,"1044 CHARLES STREET SOUTH
21230
(39.276948213000026, -76.61441608999996)",39.276948213,-76.61441609
4316,LBD7,BWL,317,12/16/2014,04/30/2015,2014,$200.00,TT0880,Transferred,CHRIS,JANIAN,SMOKEHOUSE BAR & GRILL,"SMOKEHOUSE VENTURES, LLC",Tavern,7 days,"Beer, Wine, & Liquor",3000-02 O'DONNELL STREET,21224,"3000-02 O'DONNELL STREET
21224
(39.28043324500004, -76.57386317799995)",39.280433245,-76.573863178
4317,LBD7,BWL,308,05/01/2014,04/30/2015,2014,$1320.00,852,Renewed,LISA D.,RANDOLPH,SNS LIQUOR,SNS LIQUOR CORPORATION,Tavern,7 days,"Beer, Wine, & Liquor",2135 NORTH AVENUE EAST,21213,"2135 NORTH AVENUE EAST
21213
(39.31243273200005, -76.58761977699999)",39.312432732,-76.587619777
4318,LBD7,BWL,308,05/01/2014,04/30/2015,2014,$1320.00,852,Renewed,STEPHANIE  S.,OH,SNS LIQUOR,SNS LIQUOR CORPORATION,Tavern,7 days,"Beer, Wine, & Liquor",2135 NORTH AVENUE EAST,21213,"2135 NORTH AVENUE EAST
21213
(39.31243273200005, -76.58761977699999)",39.312432732,-76.587619777
4319,LD,BWL,64,12/05/2014,04/30/2015,2014,$200.00,T1419,Transferred,GEOFFREY,OTT,SNUG & EVIL,"THUNDERSNOW, LLC",Tavern,6 days,"Beer, Wine, & Liquor",1401 DECATUR STREET,21230,"1401 DECATUR STREET
21230
(39.270504653000046, -76.59439173699997)",39.270504653,-76.594391737
4320,LD,BWL,64,12/05/2014,04/30/2015,2014,$200.00,T1419,Transferred,KELLY ,SCOTT,SNUG & EVIL,"THUNDERSNOW, LLC",Tavern,6 days,"Beer, Wine, & Liquor",1401 DECATUR STREET,21230,"1401 DECATUR STREET
21230
(39.270504653000046, -76.59439173699997)",39.270504653,-76.594391737
4321,LD,BWL,64,12/05/2014,04/30/2015,2014,$200.00,T1419,Transferred,SANDRA ,OTT,SNUG & EVIL,"THUNDERSNOW, LLC",Tavern,6 days,"Beer, Wine, & Liquor",1401 DECATUR STREET,21230,"1401 DECATUR STREET
21230
(39.270504653000046, -76.59439173699997)",39.270504653,-76.594391737
4322,WD,BW,20,05/01/2014,04/30/2015,2014,$165.00,487,Renewed,ANNA H.,LEVENTIS,SOBO CAFE,"ANNOULA ENTERPRISES, LLC",Tavern License,7 days,Beer & Light Wine,6-8 CROSS STREET WEST,21230,"6-8 CROSS STREET WEST
21230
(39.276633221000054, -76.61631117599995)",39.276633221,-76.616311176
4323,WD,BW,20,05/01/2014,04/30/2015,2014,$165.00,487,Renewed,JAMES J. ,MACFARLANE,SOBO CAFE,"ANNOULA ENTERPRISES, LLC",Tavern License,7 days,Beer & Light Wine,6-8 CROSS STREET WEST,21230,"6-8 CROSS STREET WEST
21230
(39.276633221000054, -76.61631117599995)",39.276633221,-76.616311176
4324,LBD7,BWL,250,05/01/2014,04/30/2015,2014,$1320.00,701,Renewed,JAMES M.,GLICK,SOBO MARKET & CAFE,"ANNOULA TWO ENTERPRISES, LLC",Tavern,7 days,"Beer, Wine, & Liquor",13 RANDALL STREET EAST,21230,"13 RANDALL STREET EAST
21230
(39.27155323000005, -76.61354957399999)",39.27155323,-76.613549574
4325,LBD7,BWL,250,05/01/2014,04/30/2015,2014,$1320.00,701,Renewed,WAYNE,HASKELL,SOBO MARKET & CAFE,"ANNOULA TWO ENTERPRISES, LLC",Tavern,7 days,"Beer, Wine, & Liquor",13 RANDALL STREET EAST,21230,"13 RANDALL STREET EAST
21230
(39.27155323000005, -76.61354957399999)",39.27155323,-76.613549574
4326,LBD7,BWL,240,05/21/2014,04/30/2015,2014,$200.00,T0664,Transferred,SCOTT C.,SCHLEUPNER,SOCIAL PUB AND PIE,"SCS HOLDINGS, LLC",Tavern,7 days,"Beer, Wine, & Liquor",25 CROSS STREET EAST,21230,"25 CROSS STREET EAST
21230
(39.27665322900003, -76.61335829499995)",39.276653229,-76.613358295
4327,LA,BWL,132,05/01/2014,04/30/2015,2014,$858.00,581,Renewed,RASIK,PATEL,SODA POP SHOP,SHANTI CORP.,Package goods only,6 days,"Beer, Wine, & Liquor",4420 PENNINGTON AVENUE,21226,"4420 PENNINGTON AVENUE
21226
(39.22550689600007, -76.58850588099995)",39.225506896,-76.588505881
4328,LB,BWL,48,05/01/2014,04/30/2015,2014,$1520.00,225,Renewed,ALESSANDRO,VITALE,SONNY'S BRONX ORIGINAL,"SONNY'S BRONX ORIGINAL BALTIMORE, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",1415 ALICEANNA STREET,21231,"1415 ALICEANNA STREET
21231
(39.28333093600003, -76.59724327999999)",39.283330936,-76.59724328
