,ward,sect,block,lot,propertyAddress,lotSize,cityTax,stateTax,resCode,amountDue,asOfDate,Latitude,Longitude
32050,23,30,0932 ,009 ,1018 RACE ST                     ,0.058 ACRES      ,$1910.80,$95.20,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.27706624171475,-76.61625911816299
84002,16,250,2351 ,022 ,2301 MOSHER ST                   ,16-1X95          ,$1694.99,$84.45,PRINCIPAL RESIDENCE      ,,03/25/2015,39.29955099168603,-76.65404296660881
36733,8,60,1108 ,027 ,1511 E LAFAYETTE AVE             ,15X70            ,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.3105236703322,-76.59751988173633
143082,26,340,4179R,041 ,3827 ELMORA AVE                  ,16X99-6          ,$1677.01,$83.55,PRINCIPAL RESIDENCE      ,,03/25/2015,39.31633378897425,-76.56431653677794
70133,1,60,1902C,095 ,2515 BOSTON ST U# 803            ,1509 SQ FT       ,$7587.00,$378.00,PRINCIPAL RESIDENCE      ,,03/25/2015,39.280755114158296,-76.58073522195212
23496,11,120,0506 ,147 ,1 E CHASE ST U# 1014             ,747.67 SQ FT     ,$1423.73,$70.93,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.30235337181176,-76.61562973662222
9614,19,60,0180 ,055 ,115 - 117 N VINCENT ST           ,20X55            ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29642771816577,-76.64350239961527
86463,15,60,2406 ,003 ,2805 W NORTH AVE                 ,15X125           ,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$90.09,03/25/2015,39.30916350779074,-76.66405944019021
211290,26,60,6450 ,044 ,828 S HIGHLAND AVE               ,12-2X75          ,$6139.29,$305.87,PRINCIPAL RESIDENCE      ,,03/25/2015,39.282798271324225,-76.56880612150451
42255,3,40,1359 ,158 ,137 S EXETER ST                  ,0.025 ACRES      ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.28809789250482,-76.60158288564088
69138,1,110,1880 ,030 ,3014 DILLON ST                   ,13X80            ,$6267.42,$312.26,PRINCIPAL RESIDENCE      ,,03/25/2015,39.28129824621817,-76.57357076837548
134535,9,20,4046 ,011 ,800 GORSUCH AVE                  ,25-5X193         ,$1839.61,$91.65,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.326757037608274,-76.60527059166367
133317,9,140,4010H,002 ,1102 DARLEY AVE                  ,13X80            ,$539.52,$26.88,PRINCIPAL RESIDENCE      ,$582.20,03/25/2015,39.3166752867362,-76.59969474281735
198474,26,220,6042B,088 ,5513 KNELL AVE                   ,46X144-11        ,$2738.06,$136.42,PRINCIPAL RESIDENCE      ,,03/25/2015,39.33486672901739,-76.54412389610013
123313,12,130,3814 ,039 ,2122 GREENMOUNT AVE              ,15X76-9          ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.31410181734606,-76.60954572045785
162208,27,140,4929 ,004C,5013 GREENLEAF ROAD              ,75X200           ,$8726.74,$434.78,PRINCIPAL RESIDENCE      ,,03/25/2015,39.35528897650613,-76.62563689502588
89790,25,10,2500C,018A,3434 - 3462 WILKENS AVE          ,1.793 ACRES      ,$34655.17,$1726.59,NOT A PRINCIPAL RESIDENCE,,03/25/2015,52.01008537700051,5.086117772000421
88497,16,190,2454C,020 ,3038 BELMONT AVE                 ,17X154-8         ,$786.80,$39.20,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.30341749192479,-76.66857233444489
16234,15,130,0294 ,079 ,2426 N STOCKTON ST               ,10-6X59          ,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$90.09,03/25/2015,39.30929425212912,-76.64248839512254
155408,27,200,4620 ,093 ,3305 WOODLAND AVE                ,14-6X107         ,$472.08,$23.52,PRINCIPAL RESIDENCE      ,,03/25/2015,39.3443272578977,-76.67245934552159
36386,8,40,1102 ,037 ,1800 N BROADWAY                  ,17-8X90          ,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.31075793922861,-76.59520632361216
225639,25,50,7646 ,052C,2835 JOSEPH AVE                  ,0.052 ACRES      ,$3088.75,$153.89,PRINCIPAL RESIDENCE      ,,03/25/2015,39.251477241582506,-76.62592244776198
132922,9,70,4004 ,005 ,1008 E NORTH AVE                 ,14-4X90          ,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.31173814180289,-76.60480205297159
44203,8,30,1448 ,093 ,1828 N CHAPEL ST                 ,12X55            ,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$79.08,03/25/2015,39.3116880243839,-76.59104541591239
24902,17,80,0547B,144 ,616 N EUTAW ST U# A              ,1415 SQ FT       ,$1835.87,$91.47,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29605839627908,-76.6213862421805
76620,20,80,2141 ,039 ,2652 DULANY ST                   ,17-6X100         ,$38.22,$1.90,NOT A PRINCIPAL RESIDENCE,$44.80,03/25/2015,39.27992526294162,-76.65773649214458
222365,25,50,7443 ,008 ,2218 ANNAPOLIS ROAD              ,12X87            ,$854.24,$42.56,PRINCIPAL RESIDENCE      ,,03/25/2015,39.264057868476925,-76.63339809554486
35281,23,110,1022 ,017 ,1716 PATAPSCO ST                 ,11-9X100         ,$5001.80,$249.20,PRINCIPAL RESIDENCE      ,,03/25/2015,39.27001834027527,-76.61298633684919
55321,7,180,1661 ,037 ,507 N DECKER AVE                 ,12-6X66-4        ,$935.17,$46.59,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.297222751230095,-76.57434467366693
103404,15,310,3176A,016 ,2811 SHIRLEY AVE                 ,0.804 ACRES      ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.33344479384323,-76.66480886953292
70440,1,90,1902E,340 ,2639 BOSTON ST U# 303            ,837 SQ FT        ,$3877.80,$193.20,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.27953481418143,-76.57867458196557
88825,16,210,2475D,022 ,3042 ARUNAH AVE                  ,19-6X100         ,$1890.57,$94.19,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29508751787574,-76.66802220925678
30561,22,20,0867 ,095 ,170 W BARRE ST U# P-10           ,202 S.F.         ,$179.84,$8.96,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.283198044255414,-76.61712160307871
104845,15,180,3211 ,051 ,2003 CLIFTON AVE                 ,12X70            ,$472.08,$23.52,PRINCIPAL RESIDENCE      ,,03/25/2015,39.31182322486302,-76.65046947268723
97856,15,210,2948 ,056 ,3849 BOARMAN AVE                 ,19-4X161-3       ,$2450.32,$122.08,PRINCIPAL RESIDENCE      ,$1784.83,03/25/2015,39.33437371347719,-76.68059933958705
79150,20,20,2216 ,045 ,525 N LONGWOOD ST                ,14X73            ,$1701.74,$84.78,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.293652761966484,-76.66558510586714
33712,23,120,0980 ,016 ,1431 PATAPSCO ST                 ,12X72            ,$5626.74,$280.34,PRINCIPAL RESIDENCE      ,,03/25/2015,39.273582501032706,-76.61323575842272
192308,27,20,5832C,038 ,5015 CROSSWOOD AVE               ,30X117           ,$2958.37,$147.39,PRINCIPAL RESIDENCE      ,,03/25/2015,39.342706018569004,-76.55863579010884
97256,15,260,2913 ,059 ,3317 LIBERTY HEIGHTS AVE U# 301  ,982.8 SQ FT      ,$1124.00,$56.00,PRINCIPAL RESIDENCE      ,,03/25/2015,39.32415405067002,-76.67179932138077
83629,16,190,2332D,015 ,1428 POPLAR GROVE ST             ,20X96            ,$1728.71,$86.13,PRINCIPAL RESIDENCE      ,,03/25/2015,39.30442916357612,-76.6655256642772
2385,16,10,0044 ,004 ,1211 N STRICKER ST               ,12-9X75          ,$67.44,$3.36,PRINCIPAL RESIDENCE      ,,03/25/2015,39.302672724667616,-76.64171524885887
113446,13,120,3504 ,055 ,858 W 32ND ST                    ,13-2X90          ,$4455.54,$221.98,PRINCIPAL RESIDENCE      ,,03/25/2015,39.326267519531484,-76.63114164796787
193544,27,10,5864O,001G,3907 SOUTHERN AVE                ,30-6X91-1        ,$2194.05,$109.31,PRINCIPAL RESIDENCE      ,,03/25/2015,39.33775955036407,-76.56026285704439
137530,9,140,4114I,111 ,2569 CECIL AVE                   ,14-5X92-5        ,$539.52,$26.88,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.319929419708046,-76.59899892655841
42381,3,30,1364 ,074 ,21 HORSERADISH LANE              ,0.036 ACRES      ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.289989531892445,-76.60208405893138
217801,25,60,7083 ,005 ,409 E PATAPSCO AVE               ,15X96            ,$1463.45,$72.91,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.23713434817273,-76.60505963229537
6200,16,140,0114 ,040 ,1104 EDMONDSON AVE               ,16-8X115-3       ,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,$382.77,03/25/2015,39.29553857464657,-76.6362617788572
201551,26,290,6113 ,039 ,3676 KENYON AVE                  ,14X144           ,$1748.94,$87.14,PRINCIPAL RESIDENCE      ,,03/25/2015,39.318012137950916,-76.56218829655182
29370,21,80,0807 ,002A,1433 W HAMBURG ST                ,39-3X76-9        ,$312.47,$15.57,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.27679700627789,-76.6342419321187
31411,22,90,0902 ,002 ,802 LEADENHALL ST                ,12-1X56          ,$6359.59,$316.85,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.27988447059295,-76.6165003810869
5937,16,90,0108 ,049 ,1810 EDMONDSON AVE               ,15X85            ,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29519824240606,-76.64647173708022
218004,25,60,7087 ,036 ,3600 9TH ST                      ,16-6X90          ,$1011.60,$50.40,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.234486285414846,-76.59798026177884
40146,10,30,1183 ,038 ,1038 VALLEY ST                   ,12X96            ,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.30223798519597,-76.60497571565594
159158,27,160,4778E,730 ,9 HAMILL ROAD U# 9B              ,740 S.F.         ,$1686.00,$84.00,PRINCIPAL RESIDENCE      ,,03/25/2015,39.35238072908845,-76.64495218409525
80270,20,180,2252 ,048 ,105 S MONASTERY AVE              ,14X110           ,$1978.24,$98.56,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.28546847808889,-76.67927997029358
81919,20,30,2295 ,005 ,4017 EDMONDSON AVE               ,24X192-7         ,$2113.12,$105.28,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29364343779548,-76.68316931241304
38535,9,90,1147 ,013 ,1316 - 1336 N CENTRAL AVE        ,374X82           ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.26146705566117,-76.53001587862911
33886,23,70,0985 ,002 ,215 STOCKHOLM ST                 ,2.722 ACRES      ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.27432377262511,-76.62099695804238
35991,9,120,1098 ,010 ,1719 ENSOR ST                    ,13-4X67          ,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,$26.36,03/25/2015,39.30984300585112,-76.60394539566266
170655,27,480,5173 ,075 ,517 CHATEAU AVE                  ,18X90-2          ,$2236.76,$111.44,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.35074344765309,-76.60864360781545
107591,15,320,3323 ,005 ,3708 PARK HEIGHTS AVE            ,23-2X157-4       ,$674.40,$33.60,PRINCIPAL RESIDENCE      ,,03/25/2015,39.33099253867579,-76.66013746347238
179616,27,240,5387 ,115 ,1831 E BELVEDERE AVE             ,19X105-5         ,$2484.04,$123.76,PRINCIPAL RESIDENCE      ,,03/25/2015,39.356734222107775,-76.579912364763
73431,24,120,2003A,017 ,1300 HAUBERT ST                  ,16X67-9          ,$3859.82,$192.30,PRINCIPAL RESIDENCE      ,,03/25/2015,39.27169668925188,-76.59299882793277
135694,9,50,4063 ,007 ,2423 GREENMOUNT AVE              ,20X200           ,$2036.69,$101.47,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.3174899852757,-76.60942567175653
2154,15,120,0037A,053 ,1317 N STOCKTON ST               ,0.073 ACRES      ,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,03/25/2015,39.30417274977367,-76.63822568056992
231830,28,50,8102 ,007 ,205 S BEECHFIELD AVE             ,43-2X95-6        ,$1182.45,$58.91,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.281894993160506,-76.69290606895913
59478,6,170,1730 ,024 ,28 N POTOMAC ST                  ,13-10X70         ,$3727.18,$185.70,PRINCIPAL RESIDENCE      ,,03/25/2015,39.293117788556174,-76.57485633754914
54122,7,170,1644 ,040 ,614 N STREEPER ST                ,12-9X65          ,$562.00,$28.00,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.298288036864506,-76.57733539970815
164460,27,670,5024A,005 ,3 GOODALE PL                     ,0.223 ACRES      ,$6552.92,$326.48,PRINCIPAL RESIDENCE      ,,03/25/2015,39.35414093885436,-76.61751438378099
133725,9,130,4012A,019 ,2236 CECIL AVE                   ,14X89-3          ,$509.55,$25.39,PRINCIPAL RESIDENCE      ,$272.41,03/25/2015,39.31449226700562,-76.60433118233738
111953,13,90,3426 ,031 ,2200 LINDEN AVE                  ,19X142           ,$4859.43,$242.11,NOT A PRINCIPAL RESIDENCE,$5710.21,03/25/2015,39.312479413395295,-76.63428272536669
191067,27,20,5786B,056 ,3713 GIBBONS AVE                 ,32X120           ,$3194.41,$159.15,PRINCIPAL RESIDENCE      ,,03/25/2015,39.34369088322876,-76.55562408558228
132264,9,190,3986A,012 ,1211 WINDEMERE AVE               ,48X105           ,$3558.58,$177.30,PRINCIPAL RESIDENCE      ,,03/25/2015,39.33009275707616,-76.59825066273709
159665,27,190,4798 ,037 ,2611 OAKLEY AVE                  ,53X110           ,$2801.01,$139.55,NOT A PRINCIPAL RESIDENCE,$3296.09,03/25/2015,39.34891357999879,-76.6630594237526
180843,27,290,5402 ,014 ,5508 PLYMOUTH ROAD               ,50X125           ,$3338.28,$166.32,PRINCIPAL RESIDENCE      ,,03/25/2015,39.35780300430628,-76.57142621085012
138834,8,10,4149A,026 ,3306 RICHMOND AVE                ,46X100           ,$3023.56,$150.64,PRINCIPAL RESIDENCE      ,,03/25/2015,39.325082185195754,-76.57749157957193
97422,15,260,2924 ,003 ,3415 DUVALL AVE                  ,50X150           ,$2544.74,$126.78,PRINCIPAL RESIDENCE      ,,03/25/2015,39.32023361988672,-76.67641978354538
107289,15,330,3307 ,065 ,2664 OSWEGO AVE                  ,18-6X73-4        ,$472.08,$23.52,PRINCIPAL RESIDENCE      ,,03/25/2015,39.33593667673733,-76.6628822645041
24885,17,80,0547B,127 ,606 N EUTAW ST U# F              ,570 SQ FT        ,$1348.80,$67.20,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29615863111701,-76.6213862421805
86001,16,230,2394 ,032 ,2825 RIGGS AVE                   ,14X110           ,$1512.90,$75.38,PRINCIPAL RESIDENCE      ,,03/25/2015,39.30027291796188,-76.66427972283014
109369,15,330,3350G,014 ,4104 GREENSPRING AVE             ,92X129           ,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.33824790291948,-76.65694044104771
209803,26,170,6353 ,055 ,6913 GOUGH ST                    ,14X100           ,$1883.82,$93.86,PRINCIPAL RESIDENCE      ,,03/25/2015,39.29066436786735,-76.53031247953652
164511,27,110,5026A,003 ,325 PADDINGTON ROAD              ,0.219 ACRES      ,$7876.99,$392.45,PRINCIPAL RESIDENCE      ,,03/25/2015,39.35533443183965,-76.61257840436906
130103,9,240,3970F,217 ,1514 KENNEWICK ROAD              ,20X99-6          ,$3117.23,$155.31,PRINCIPAL RESIDENCE      ,,03/25/2015,39.33459749358053,-76.5935104909156
8075,18,30,0156 ,061 ,328 N SCHROEDER ST               ,14-6X62          ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29325648559944,-76.63406593839153
30972,22,80,0883 ,024 ,604 S HANOVER ST                 ,14-1X64-5        ,$7395.92,$368.48,PRINCIPAL RESIDENCE      ,,03/25/2015,39.28186702064755,-76.61592577905066
139385,27,10,4150 ,054 ,2875 CHESTERFIELD AVE            ,16X120-5         ,$2296.71,$114.43,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.32512647500789,-76.56987606922439
218528,25,60,7095C,028 ,3713 7TH ST                      ,13-11X52-11      ,$1011.60,$50.40,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.234488616457554,-76.60137891940082
155999,27,170,4652C,036 ,NS ROGENE DRIVE                  ,0.260 ACRES      ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,,
180295,27,240,5387 ,741 ,1701 WINFORD ROAD                ,35-4X105         ,$2974.10,$148.18,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.35264324569033,-76.58349634028309
57261,6,70,1699 ,001 ,105 N BROADWAY                   ,69-8X86-3        ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.292822911649125,-76.59376574009605
39192,10,10,1160 ,025 ,1205 E PRESTON ST                ,16X65            ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.305052717509966,-76.60151994748679
146340,28,10,4276A,031 ,4124 KENSHAW AVE                 ,60X125           ,$2879.69,$143.47,PRINCIPAL RESIDENCE      ,,03/25/2015,39.35375398665826,-76.70199013533568
112910,13,100,3463B,006 ,2420 LINDEN AVE                  ,16-8X150         ,$3643.27,$181.52,PRINCIPAL RESIDENCE      ,,03/25/2015,39.314329094013544,-76.63609277825833
156556,27,170,4675 ,015 ,5704 OAKSHIRE ROAD               ,55X206-3         ,$7942.18,$395.70,PRINCIPAL RESIDENCE      ,,03/25/2015,39.362653899758755,-76.66667486745035
92853,25,10,2530C,494 ,557 LUCIA AVE                    ,16X123-8         ,$2466.06,$122.86,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.27453356647203,-76.69230932291612
208678,26,170,6326 ,020 ,408 S MACON ST                   ,13-10X70         ,$2119.12,$105.58,PRINCIPAL RESIDENCE      ,,03/25/2015,39.287758725785636,-76.55738635299701
118751,12,40,3644 ,065 ,2733 MILES AVE                   ,13X50            ,$2681.12,$133.58,PRINCIPAL RESIDENCE      ,,03/25/2015,39.320059958101695,-76.6230657566785
172635,27,600,5210D,230 ,1611 WADSWORTH WAY               ,36-2X134-11      ,$2933.64,$146.16,PRINCIPAL RESIDENCE      ,,03/25/2015,39.36243944382636,-76.58186344574062
43306,3,90,1419 ,017 ,240 S BROADWAY                   ,15-3X100         ,$4372.36,$217.84,NOT A PRINCIPAL RESIDENCE,$5006.26,03/25/2015,39.28802912674388,-76.59376574009605
56874,6,30,1690 ,072 ,2410 E FAYETTE ST                ,12X70            ,$3187.66,$158.82,PRINCIPAL RESIDENCE      ,,03/25/2015,39.29438820595203,-76.58306160081145
129179,27,80,3969I,022 ,1538 E COLD SPRING LANE          ,20X143-1         ,$2185.06,$108.86,PRINCIPAL RESIDENCE      ,,03/25/2015,39.346088358891734,-76.58951974933615
47419,8,140,1503 ,008 ,1415 N PATTERSON PARK AVE        ,13-9X75          ,$367.17,$18.29,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.30715298522318,-76.5856152563382
187134,27,40,5650 ,036 ,6305 FAIRDEL AVE                 ,34X155           ,$2596.44,$129.36,PRINCIPAL RESIDENCE      ,,03/25/2015,39.35426564964109,-76.54016578911904
220172,25,80,7191 ,010 ,1610 CHURCH ST                   ,14X100           ,$1800.65,$89.71,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.22305835825773,-76.58756167523035
125371,12,160,3850 ,021 ,2840 SAINT PAUL ST               ,16X184-4         ,$5934.72,$295.68,PRINCIPAL RESIDENCE      ,,03/25/2015,39.32303786250844,-76.6157556129304
80573,20,170,2275 ,024 ,346 N HILTON ST                  ,15-3X110         ,$2054.67,$102.37,PRINCIPAL RESIDENCE      ,,03/25/2015,39.29173781215138,-76.67266564280436
132789,9,70,4001 ,004 ,706 E NORTH AVE                  ,14-11X90         ,$269.76,$13.44,PRINCIPAL RESIDENCE      ,$301.61,03/25/2015,39.311567976581955,-76.60799208226797
76461,20,80,2138 ,030J,510 EAST LYNNE AVE               ,13X72            ,$427.12,$21.28,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.27986698777238,-76.65857100454741
196620,26,430,5953A,047 ,4318 WOODLEA AVE                 ,25X128-11        ,$1787.16,$89.04,PRINCIPAL RESIDENCE      ,,03/25/2015,39.33252286733756,-76.55474062128184
204053,26,200,6172 ,273 ,1000 HORNERS LANE U# CO-OP       ,989 SF IMP. ONLY ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.30394547310618,-76.55065081038578
146921,27,230,4293 ,236 ,3737 CLARKS LANE U# 407          ,997 S.F.         ,$539.52,$26.88,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.36053731474635,-76.70204258379738
65790,1,60,1837 ,010 ,2420 FOSTER AVE                  ,11X56            ,$3567.58,$177.74,PRINCIPAL RESIDENCE      ,,03/25/2015,39.28401857130109,-76.58189141825352
93027,20,40,2530D,051C,SWS 17 FT ALLEY 1ST              ,19-2X84-2        ,$35.97,$1.79,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29058294954456,-76.60925984306652
102680,15,240,3119 ,008 ,3601 ELLAMONT ROAD               ,50X120           ,$4289.93,$213.73,PRINCIPAL RESIDENCE      ,$29.87,03/25/2015,39.326366232716566,-76.66805911923217
45851,8,210,1473 ,082 ,2326 E FEDERAL ST                ,14X70            ,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.308928072473634,-76.58449169463518
217849,25,60,7083 ,048D,411 CAMBRIA ST                   ,13-4X56          ,$899.20,$44.80,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.2364641742833,-76.6049687225277
191104,27,20,5786C,022 ,5305 WALTHER AVE                 ,32X94            ,$2711.09,$135.07,PRINCIPAL RESIDENCE      ,,03/25/2015,39.34569557818946,-76.55677795084097
108782,15,330,3347C,053 ,2645 LOYOLA SOUTHWAY             ,18X100           ,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$90.09,03/25/2015,39.33683412729425,-76.66229251069001
10363,19,50,0194 ,057 ,39 N BRUCE ST                    ,12-9X50          ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.28912238489124,-76.64449501463241
57524,6,130,1707 ,029 ,2313 E FAYETTE ST                ,14X75            ,$4502.74,$224.34,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29427281933624,-76.58433901133549
124866,12,170,3844 ,035 ,335 WHITRIDGE AVE                ,13-9X80          ,$2209.78,$110.10,PRINCIPAL RESIDENCE      ,,03/25/2015,39.321472568205536,-76.61164948473515
176973,27,90,5267O,575 ,1631 BURNWOOD ROAD               ,34-4X105-9       ,$3115.73,$155.23,PRINCIPAL RESIDENCE      ,,03/25/2015,39.35378312469254,-76.58527492409769
104402,15,180,3206 ,065 ,2023 HERBERT ST                  ,11-6X70          ,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,$37.37,03/25/2015,39.31025326937396,-76.65076901078044
230661,28,50,7993D,027 ,709 STAMFORD ROAD                ,33-3X119-6       ,$2697.60,$134.40,PRINCIPAL RESIDENCE      ,,03/25/2015,39.29262244197321,-76.70618018106973
194799,26,390,5910B,012 ,3223 BRENDAN AVE                 ,15-4X85          ,$1672.51,$83.33,PRINCIPAL RESIDENCE      ,,03/25/2015,39.32184670056586,-76.56922803934174
69091,1,110,1879 ,076 ,902 S CURLEY ST                  ,13-3X70          ,$3212.39,$160.05,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.28188800003227,-76.57485633754914
219557,25,60,7138 ,034 ,4110 DUANE AVE                   ,21-6X84          ,$1022.84,$50.96,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.22751647390726,-76.60183114169303
67328,1,120,1859 ,025H,701 S STREEPER ST                ,0.027 ACRES      ,$4347.63,$216.61,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.28409316466889,-76.57634587296286
135610,9,200,4059C,039 ,709 CHESTNUT HILL AVE            ,19-16X120-4      ,$2448.81,$122.00,PRINCIPAL RESIDENCE      ,,03/25/2015,39.33416275410889,-76.6054675647755
79591,20,200,2230G,064 ,ES 30-9 FT DRWY 1ST              ,9X19-2           ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29058294954456,-76.60925984306652
218194,25,60,7093 ,032 ,3716 6TH ST                      ,14X100           ,$1800.65,$89.71,PRINCIPAL RESIDENCE      ,,03/25/2015,39.23467509987705,-76.60319130333517
136139,9,30,4074B,021A,SS FILMORE ST 104-8 FT           ,25-6X44-10       ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29058294954456,-76.60925984306652
80514,20,190,2256 ,012 ,162 S MORLEY ST                  ,48X100           ,$2099.63,$104.61,NOT A PRINCIPAL RESIDENCE,$2462.48,03/25/2015,39.284012743694234,-76.67703051584482
63344,2,80,1781 ,009 ,1810 - 1812 FLEET ST             ,42-9X116-6       ,$4410.58,$219.74,NOT A PRINCIPAL RESIDENCE,,03/25/2015,52.61249104100051,4.75662005500044
24085,11,120,0513 ,022 ,903 SAINT PAUL ST                ,25X124           ,$7385.42,$367.96,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29990344858635,-76.61417516774901
74304,24,100,2020 ,086 ,1440 COOKSIE ST                  ,12X75            ,$3767.65,$187.71,PRINCIPAL RESIDENCE      ,,03/25/2015,39.269257255718856,-76.59280884794919
9152,20,140,0174 ,053 ,2208 W FAYETTE ST                ,13-8X75          ,$67.44,$3.36,PRINCIPAL RESIDENCE      ,,03/25/2015,39.289327516652634,-76.65188208279108
211153,26,90,6447 ,007 ,713 GRUNDY ST                    ,15X96            ,$4212.75,$209.89,PRINCIPAL RESIDENCE      ,,03/25/2015,39.284541356199725,-76.5631662939885
147393,27,230,4316 ,017 ,6101 BILTMORE AVE                ,70-8X184-9       ,$5188.38,$258.50,PRINCIPAL RESIDENCE      ,,03/25/2015,39.35620624092638,-76.69179765903391
201669,26,290,6115 ,024 ,3647 KENYON AVE                  ,14X125           ,$2036.69,$101.47,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.318639188448856,-76.56247268376654
31972,24,20,0919 ,020 ,106 E HAMBURG ST                 ,13-1X58-2        ,$5482.87,$273.17,PRINCIPAL RESIDENCE      ,,03/25/2015,39.27830752107633,-76.61194203059944
88550,16,210,2463 ,013 ,1232 N FRANKLINTOWN ROAD         ,65X150           ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.30011758525944,-76.67156043356636
182171,27,380,5448 ,027 ,6603 FAIR OAKS AVE               ,65-6X125         ,$3448.43,$171.81,PRINCIPAL RESIDENCE      ,,03/25/2015,39.364863726480905,-76.56247268376654
15703,21,10,0285 ,001 ,1063 W BARRE ST                  ,18-2X80          ,$3291.07,$163.97,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.28486357339631,-76.6278140871496
212439,26,40,6484 ,009 ,3416 TOONE ST                    ,15X100           ,$4349.88,$216.72,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.27846836302564,-76.56791100199035
154020,27,190,4591 ,009 ,5117 WOOLVERTON AVE              ,20X88            ,$1578.10,$78.62,PRINCIPAL RESIDENCE      ,,03/25/2015,39.3516595465519,-76.67016560126069
154467,27,200,4603 ,006 ,3521 OAKMONT AVE                 ,27X122-6         ,$337.20,$16.80,PRINCIPAL RESIDENCE      ,,03/25/2015,39.34520529568891,-76.67633903611681
22103,11,10,0484 ,320 ,1209 N CHARLES ST U# P-20B       ,180 SQ FT        ,$112.40,$5.60,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.3040934943204,-76.61608545547858
